Accountant	0.073835188	-0.020552607	0.096277113	0.22639418377030412	-0.034806253	-0.034803812	0.23474562554512235	0.11407705395435852	-0.069786071	0.080650053	-0.068885761	-0.069229442	0.035967024	-0.284403827	-0.256404274	-0.083582489	-0.15055455	0.046711998	-0.134975272	-0.209935046	0.217864644	-0.033561024	0.010037881212553742	-0.211784885	-0.080920989	0.016488336754132422	-0.171092018	0.055846473	-0.089283283	-0.043359471	-0.089442027	0.27533603883934477	-0.002006325	-0.15722581	0.12226903051605653	-0.181475038	0.031046996821160813	-0.291299554	-0.19743119	0.029262879268640903	0.10977101854982914	0.025473421929904396	-0.017190798	-0.044758233	-0.219778212	-0.107002854	-0.068472682	0.15713830069931461	0.05107791	-0.262071052
Actor	0.052941348	-0.062905843	-0.110579871	0.099921534	0.16842087231530195	0.15213102102291656	-0.137091962	-0.050511971	0.054114163	0.1593620149261855	-0.078276412	-0.030328672	-0.180727437	-0.19540859	0.13273168881305314	0.22155114885780666	-0.011763349	0.1639340100283522	0.059075735	-0.105384755	0.059036461	0.2512488653243268	-0.00585243	0.25559531660775614	-0.427953404	0.13426343439024252	0.014219738074825333	-0.04884491	0.014989754787689033	-0.32468307	-0.035884916	0.058336798	0.24142417020948093	-0.084663009	-0.132072998	-0.081965469	0.14953724014286682	0.053703758	-0.086539978	0.08384577	0.015858286242312926	0.15823483009424702	-0.114685208	-0.053525868	-0.064053567	-0.239075246	0.048373287	0.042645176553142594	0.000835318	-0.038321424
Actress	-0.198974651	-0.059134864	-0.04817925	-0.112785177	-0.022673754	0.056801992447365716	0.26516245543829076	0.024542374898374266	0.036206767296537413	-0.010465703	-0.269743341	-0.003727355	0.008467241	0.3462857645507855	-0.027042353	0.042391916	-0.004879826	-0.164294271	0.16065951051442912	0.10570771902410211	0.11120429501325936	-0.127842865	0.19720663998387253	-0.197074037	0.08250113	0.30793708716390283	-0.139250879	-0.079610868	0.014009117891008541	-0.070779259	-0.217994272	0.009638672	-0.149340031	0.066578237	-0.129253849	0.21789178486541141	-0.110110762	-0.045275825	0.11436530342031752	-0.173036499	0.031976612026818424	0.18375982033979374	-0.225982074	0.025956066819315737	0.03653466	0.10990967129233581	-0.173892132	-0.1856315	0.073375221	0.041750489774899605
Age	0.039861648	0.055131301	-0.108214291	0.036959199	0.046637466233147656	-0.113676797	0.296906068	0.075402397	-0.189575554	0.10447926551500275	-0.1551039	0.12525103847695335	0.18437064929930796	-0.13059754	0.15330481635395105	0.065687017	0.13081679941427476	0.3018421269118656	-0.039049317	-0.119944205	-0.141550991	-0.129822239	-0.012269417	0.054288496	0.044030603	0.13163205131935712	0.002069028	0.23130506143805366	-0.042115604	0.4328683490038421	0.099564246	-0.136401949	-0.170414206	0.076777224	-0.035560276	0.11362095374864575	0.075307665	-0.011589474	-0.134752722	-0.241061999	-0.07105521	0.13628120513271358	0.034069353734305384	-0.198237997	0.027558779201274416	0.061316664	-0.140650778	0.024462719	0.009262921	-0.181884153
Airplane	0.046358972	0.072661578	0.1403323533150687	0.13654249770929228	-0.178506406	-0.121515206	0.066733787	0.066571912	0.066735396	0.49920341274854224	0.073971023	0.14713671179867369	0.12361124497233088	0.084401609	-0.040849845	0.098340626	-0.100135965	-0.030684894	-0.062889184	0.010608538	0.2999133105003134	-0.241943971	0.088919622	-0.208961686	-0.061148824	0.14109674023203017	0.008328845	-0.139644788	-0.092682829	0.088056361	-0.094634551	0.028046820002941616	0.005904802	-0.084428702	0.2777936144082002	0.082137709	-0.26240035	0.024159127227101857	-0.08574853	0.11045089202377328	-0.102687939	-0.014866549	0.065431856	0.11217702260923894	-0.155523961	-0.043341759	-0.06153928	-0.084652715	0.2287521941088969	0.052474005183812296
Airport	-0.166645122	0.12130951123950014	0.2804754373569379	0.13645609400315215	-0.200808007	-0.063998948	0.1674417081837372	-0.093529356	0.058657533	0.10237975189244633	-0.122508056	-0.007867187	-0.428383112	-0.135388513	-0.033380749	-0.164913654	0.21574815042415518	-0.189015082	-0.058158617	0.017279369278394692	0.19048633492235098	-0.18977117	0.15372990101418868	0.001352456	-0.129721398	0.061074050171519866	0.026308786909607276	-0.079327851	0.009225414	-0.050925092	0.015003055430963065	0.087510708	0.2096164084387506	-0.163596272	0.2819130229414023	-0.257998294	-0.020060725	0.077755128	0.037137378062778365	-0.082299277	-0.027506542	-0.065157623	-0.077893577	0.11228792681556084	0.047185063	-0.091578613	0.11889589883325907	0.040614337	0.10743217611087434	0.083215093
Allen	-0.152922738	-0.103335264	0.1378514737594628	0.1125935509846617	-0.003855667	0.021643103	0.23568780416114163	-0.109125767	0.1009217525309781	-0.037297998	-0.040155134	0.20268875223980204	0.15226259049063698	0.15006618746819694	0.24081857023021902	0.003874529	0.12579824246207658	-0.057234171	0.059798196	-0.02400718	0.017892615	0.10978720079003494	-0.150935223	0.3859777036111687	-0.185577633	-0.223978485	0.21363395805121366	0.14603613403754018	0.11512989806588103	0.11590940145665232	-0.002259133	-0.16551438	0.013983487	-0.12491441	0.17987801771888492	-0.027127325	-0.152277504	-0.059285282	0.076172483	-0.103988927	-0.151673041	0.0449524	0.045188400673614314	-0.093514602	-0.086891316	0.042805699970180904	-0.267124674	-0.259631495	-0.132529697	-0.039374088
Alligator	0.044353823	0.21047312800305815	0.1223530301248093	-0.022816702	-0.002712837	-0.143020031	-0.002641069	-0.041179809	0.04603877	-0.118012099	0.074089555	0.21865929714158697	-0.015515635	0.057307870285370204	0.098455385	-0.057237789	0.031968853	0.001796422	0.013934393	-0.110276952	0.003496602	0.071044035	0.20701897670907304	0.13684880237647368	0.30717127279998796	-0.109469184	0.12444455848895403	0.026155422669307135	0.3123955203290102	-0.115311181	-0.119794041	-0.085508871	-0.302993251	-0.075003787	-0.108297253	0.021455056282827057	0.048754632	0.26765301874983916	0.13558669821806868	-0.08230061	-0.128167112	0.070176792	-0.188343405	0.26127443042534526	0.1682579763779191	-0.06693222	-0.24439439	0.1931423409708415	-0.016340162	0.17658587674028295
Alpine	-0.212553321	-0.079902748	0.000699038	0.006262988	-0.059998276	0.083032191	-0.142324593	-0.018980624	0.016036623440221984	0.068579896	0.094865455	-0.149926157	-0.204512923	0.17032723283051066	0.044300816	-0.09978082	0.2067842346061734	0.015420597783489386	0.15721223286177807	0.009000896	0.2747185247399341	0.2340046741424552	-0.033189437	0.12952022666316185	0.086035136	0.18245241829824324	-0.128634049	0.091457593	0.14109868075814852	-0.234457748	-0.157740318	-0.271850258	-0.035914654	0.095655634	0.20027937818163408	0.009877583	0.2171109113568512	-0.183981472	-0.227078094	-0.00740507	0.051199806	-0.00435854	-0.275610926	-0.011880602	-0.173898968	0.089274119	0.048871251	-0.125295474	-0.068503653	-0.141203867
Amber	-0.008371009	0.12756254170224215	-0.131647103	0.067317146	-0.070817729	-0.105890893	-0.014294273	-0.138260172	-0.073941769	-0.159980712	0.26239579832413595	0.004709569	-0.093450748	0.028577753	-0.015001797	-0.02951125	0.082024075	0.1011677597972731	-0.070850253	-0.076902506	-0.0367341	-0.307429488	-0.202358977	0.18255075919064337	0.21969109529376923	-0.03325962	0.077001165	0.041568529	0.41119512044937717	0.14952307971623596	-0.017083834	-0.127615712	-0.214546431	0.027173268	-0.101013243	-0.189946874	-0.086352032	-0.144444455	0.22532356755859403	0.11774602155959345	-0.001064774	0.19765162937715627	0.010332803561203334	-0.115027467	0.2034184586464964	0.07197329	-0.138527791	-0.025420385	-0.116941829	-0.18467766
Ambition	0.14067587866104148	0.2900187597335088	-0.212426573	0.08550865	-0.098825236	-0.073988828	-0.089977927	-0.131230411	0.007369886	-0.126211911	0.041079328372679254	-0.0076306	-0.036293502	-0.13784864	-0.087605032	0.11473537088983368	0.076083647	-0.148479569	0.015087452058111897	0.11412719308152702	-0.253563753	0.082530259	-0.100645043	0.086667475	-0.11593042	-0.274141147	-0.247205261	0.007303559	0.039448906	-0.137355452	0.096994961	-0.252366077	-0.010036773	-0.183939644	-0.099006521	0.007199321	-0.130687044	-0.058409631	0.1528444794454413	-0.087623341	0.12693216594181048	-0.171589675	0.080471254	0.21895794483649755	-0.375414803	-0.121039363	0.08765072	-0.030840294	0.056372854197423515	-0.091738509
Ambulance	0.013294353296104754	-0.023901527	0.17929259042722456	0.039061888	0.051833007036053556	-0.063236532	-0.074863441	-0.066411774	0.060561254	-0.064634833	0.044489880808574446	0.3186416349254309	0.1337460214463504	-0.050055233	0.18442547015657135	-0.062652864	-0.312918514	-0.15477409	-0.287227506	-0.053968771	0.002827821	0.25738774234935186	0.050194003	-0.033639069	0.12734077705717137	-0.339481304	0.036174510512353555	0.11835292048050125	-0.227011158	0.17560350681077772	0.051970226074309046	-0.063760224	0.097152631	0.34862532822408376	0.027922394983863796	0.038109946518528066	-0.070526863	-0.130478797	0.12748359849022195	-0.131436757	0.010987749	-0.073335979	0.073539007	0.051228003	0.15929618238296617	-0.078304133	-0.041434595	-0.150272117	-0.06821349	0.057927917
Analyst	0.096588618	-0.117664483	0.11095812018406388	0.17297378615484854	0.052752584382829835	0.23947138642462684	-0.098732303	-0.158812794	-0.22695735	0.19088906903339906	0.083494352	-0.007092374	0.035722839241006325	-0.143607749	0.31206784109952107	0.016488089	0.013958323519469427	0.092604821	0.061374789	0.028566676	-0.100861272	0.060157413173685295	0.2401385448754259	0.17167003550432833	0.20328402683001343	-0.065229007	-0.126269484	-0.016049891	0.007110268	0.1396143140287398	-0.21595149	0.19516429712629255	-0.020161155	-0.05446826	-0.129140334	-0.21115287	0.10503316327024814	0.009355069	-0.164593678	-0.165246697	-0.042844739	0.21296024637268876	-0.033122783	-0.191794826	-0.031355799	-0.0347984	-0.344111586	-0.0069278	-0.029466291	0.088833054
Anger	0.2579130660400524	0.15714588445798283	-0.037507601	-0.154350604	0.3589609935545908	0.008260449	0.001943013	-0.003365237	0.027631076868246524	-0.020137004	-0.08002079	-0.076281999	-0.004568792	-0.075802962	-0.099435699	0.014846077967129561	-0.035567073	0.2097937555405116	-0.369786905	0.152255578	0.17381789293037397	-0.289219649	-0.047801897	-0.051812724	-0.196335466	-0.108498567	-0.154915534	0.2444262704940583	0.13051888244605653	0.17737071966464824	0.10066688723527843	-0.157492763	-0.07316595	0.068263435	-0.170476049	0.099456992	-0.033523273	-0.052284196	0.099172644	0.061970813210607004	-0.050351596	0.16171628139505542	-0.150798798	0.085917584	0.082732394	-0.043178998	0.045492679860448304	-0.174519308	0.12889361855536483	-0.025792217
animal	-0.07682678	0.15417725589057935	-0.103520326	-0.207007424	-0.228784274	0.089067807	-0.188190036	0.25790941105905113	-0.305989838	0.24933525955635913	0.031014116	-0.014214329	-0.080089028	0.058662697	-0.005531329	0.1621568737419937	0.016788513374128195	0.022090476010089843	-0.053441602	-0.008369536	0.045238908	-0.251350573	-0.198148428	0.10924062019282763	0.025112805233996876	-0.027040797	0.002709312	0.051085531	-0.079330729	-0.114390688	0.028784193	-0.143795523	0.060002608	-0.250235805	0.15125929128087579	0.069459621	0.037629757	0.14443018761084836	0.244781717	0.14908619412500904	-0.270560955	-0.188064757	-0.091832189	0.00383471	0.076082503	-0.106665592	0.027449889409376312	-0.111021776	-0.089877319	-0.206742841
Ankles	-0.13357216	-0.195559933	-0.141188046	0.1524394957051581	-0.13735777	0.3808495408582095	0.071372579	0.026741844880162718	-0.124186064	0.10131990321391966	-0.083282516	0.017652217931651788	0.37038963073853814	-0.013897819	0.16627533840287154	-0.101734631	-0.005062088	0.25619708401822344	-0.090708761	0.2622226501094529	0.10239660999832013	-0.081376946	0.091495912	0.1407078860426855	0.089962639	-0.227178027	-0.105201241	-0.035810667	-0.01076893	0.089798015	0.025709544795753117	-0.193195848	0.055006520111602265	0.088338735	0.080989739	0.15636591989974175	0.12065075	0.066433564	-0.010151482	-0.240305622	0.062156593	0.030047978731712114	0.039291665	-0.184718288	-0.156405824	0.152368756	-0.005722787	0.098598616	0.004097065	0.004305079
